R,0.0000
R,0.0001
R,0.0000
R,0.0001
R,0.0004
R,0.0000
R,0.0000
D,0.0000
D,0.0000
D,0.0001
R,0.0013
R,0.0012
D,0.0000
R,0.0000
D,0.0000
D,0.0000
R,0.0004
D,0.0000
R,0.0001
D,0.0001
R,0.0003
R,0.0001
R,0.0000
R,0.0000
D,0.0000
D,0.0000
R,0.0000
R,0.0007
R,0.0001
D,0.0037
R,0.0006
R,0.0006
R,0.0002
D,0.0007
D,0.0000
R,0.0001
D,0.0004
R,0.0008
R,0.0002
R,0.0004
R,0.0001
D,0.0001
D,0.0002
D,0.0000
R,0.0000
R,0.0001
R,0.0001
R,0.0000
D,0.0001
D,0.0000
R,0.0000
R,0.0007
D,0.0000
D,0.0000
D,0.0005
R,0.0001
R,0.0000
D,0.0002
R,0.0001
R,0.0000
R,0.0000
R,0.0001
D,0.0000
D,0.0000
R,0.0002
R,0.0004
D,0.0000
D,0.0000
R,0.0000
R,0.0011
R,0.0004
R,0.0000
R,0.0001
R,0.0000
R,0.0003
D,0.0000
D,0.0001
R,0.0001
D,0.0001
R,0.0000
D,0.0001
D,0.0000
D,0.0005
D,0.0000
R,0.0001
D,0.0001
R,0.0078
R,0.0003
D,0.0000
D,0.0000
D,0.0008
D,0.0001
R,0.0001
D,0.0001
D,0.0000
D,0.0000
R,0.0000
R,0.0000
R,0.0000
R,0.0001
R,0.0003
R,0.0001
D,0.0001
D,0.0014
D,0.0002
D,0.0001
D,0.0000
D,0.0000
D,0.0001
R,0.0000
D,0.0000
D,0.0000
R,0.0000
R,0.0004
R,0.0002
R,0.0001
D,0.0000
R,0.0000
R,0.0000
D,0.0000
R,0.0000
D,0.0001
D,0.0000
D,0.0000
R,0.0004
D,0.0003
D,0.0000
R,0.0004
D,0.0000
D,0.0001
D,0.0000
D,0.0001
D,0.0000
R,0.0000
R,0.0006
R,0.0002
R,0.0011
R,0.0001
R,0.0000
D,0.0001
D,0.0001
R,0.0000
R,0.0001
R,0.0001
R,0.0000
R,0.0000
D,0.0000
R,0.0001
R,0.0000
R,0.0005
R,0.0000
R,0.0049
D,0.0000
D,0.0000
R,0.0000
R,0.0000
R,0.0001
D,0.0000
R,0.0000
D,0.0000
D,0.0002
R,0.0003
R,0.0001
R,0.0003
R,0.0000
R,0.0004
R,0.0001
R,0.0012
R,0.0000
R,0.0000
D,0.0000
D,0.0000
D,0.0000
R,0.0001
R,0.0000
D,0.0000
D,0.0003
D,0.0000
R,0.0000
D,0.0001
R,0.0002
D,0.0008
R,0.0001
D,0.0000
D,0.0002
D,0.0000
D,0.0004
R,0.0000
R,0.0000
R,0.0001
R,0.0000
R,0.0001
R,0.0005
R,0.0003
R,0.0001
R,0.0001
R,0.0001
D,0.0000
D,0.0000
R,0.0000
D,0.0002
R,0.0001
D,0.0000
D,0.0001
R,0.0002
R,0.0006
D,0.0000
D,0.0000
D,0.0000
R,0.0000
D,0.0001
R,0.0000
D,0.0000
R,0.0005
R,0.0015
R,0.0001
R,0.0000
R,0.0000
R,0.0001
D,0.0000
D,0.0001
R,0.0000
R,0.0000
R,0.0001
R,0.0000
R,0.0000
D,0.0001
D,0.0001
R,0.0000
R,0.0001
D,0.0000
D,0.0002
D,0.0000
D,0.0006
I,0.0002
R,0.0003
D,0.0000
D,0.0001
D,0.0000
D,0.0004
D,0.0000
D,0.0000
D,0.0000
D,0.0000
D,0.0000
R,0.0000
D,0.0001
D,0.0014
D,0.0002
D,0.0000
R,0.0000
D,0.0002
R,0.0004
D,0.0001
R,0.0108
R,0.0003
R,0.0001
R,0.0007
R,0.0000
D,0.0000
D,0.0001
D,0.0002
D,0.0000
R,0.0000
D,0.0000
D,0.0001
R,0.0000
D,0.0001
D,0.0000
R,0.0001
D,0.0001
D,0.0000
D,0.0000
D,0.0000
R,0.0004
D,0.0002
D,0.0000
R,0.0000
D,0.0000
D,0.0001
D,0.0000
R,0.0000
R,0.0000
R,0.0004
R,0.0004
R,0.0000
R,0.0001
R,0.0007
D,0.0001
D,0.0000
R,0.0003
D,0.0000
D,0.0002
D,0.0000
D,0.0000
R,0.0000
R,0.0000
R,0.0001
R,0.0000
R,0.0009
D,0.0004
D,0.0000
R,0.0002
D,0.0000
R,0.0000
R,0.0003
D,0.0000
D,0.0000
D,0.0000
D,0.0000
D,0.0000
D,0.0001
D,0.0000
R,0.0000
R,0.0001
R,0.0003
R,0.0000
R,0.0001
D,0.0000
R,0.0001
D,0.0000
D,0.0001
D,0.0000
D,0.0000
R,0.0000
R,0.0001
D,0.0002
R,0.0002
D,0.0001
R,0.0003
R,0.0000
D,0.0000
R,0.0004
D,0.0000
D,0.0002
D,0.0000
R,0.0000
R,0.0004
R,0.0004
R,0.0001
D,0.0000
R,0.0000
R,0.0001
D,0.0000
D,0.0001
D,0.0001
D,0.0000
D,0.0000
R,0.0001
D,0.0003
R,0.0001
R,0.0000
D,0.0000
R,0.0000
D,0.0000
R,0.0000
R,0.0000
R,0.0006
D,0.0002
D,0.0001
R,0.0004
R,0.0003
R,0.0000
R,0.0002
R,0.0000
R,0.0000
R,0.0001
D,0.0003
R,0.0002
R,0.0002
R,0.0005
R,0.0001
R,0.0000
R,0.0000
R,0.0000
R,0.0000
D,0.0000
R,0.0000
D,0.0003
I,0.0018
D,0.0014
D,0.0001
R,0.0000
D,0.0000
R,0.0000
R,0.0000
D,0.0000
R,0.0001
D,0.0000
D,0.0001
R,0.0001
D,0.0002
R,0.0000
D,0.0000
R,0.0000
D,0.0000
R,0.0001
D,0.0000
D,0.0000
D,0.0000
D,0.0003
R,0.0001
D,0.0000
R,0.0001
D,0.0002
D,0.0043
R,0.0002
R,0.0001
D,0.0001
R,0.0000
R,0.0001
R,0.0000
R,0.0000
D,0.0000
D,0.0001
R,0.0001
D,0.0000
D,0.0000
R,0.0000
R,0.0003
D,0.0000
R,0.0002
R,0.0013
R,0.0000
R,0.0000
D,0.0001
R,0.0000
D,0.0000
D,0.0001
R,0.0002
D,0.0000
R,0.0002
D,0.0000
D,0.0000
D,0.0000
D,0.0001
D,0.0004
R,0.0000
D,0.0000
D,0.0000
D,0.0000
D,0.0000
D,0.0000
R,0.0000
R,0.0001
R,0.0000
D,0.0001
R,0.0000
R,0.0001
R,0.0000
R,0.0000
D,0.0012
R,0.0008
D,0.0014
R,0.0000
D,0.0001
R,0.0002
R,0.0001
R,0.0000
R,0.0000
R,0.0000
R,0.0000
D,0.0000
R,0.0004
D,0.0000
R,0.0002
R,0.0001
R,0.0000
