Rep,0.0010
Sen,0.0018
Rep,0.0006
Rep,0.0025
Rep,0.0008
Rep,0.0012
Rep,0.0004
Rep,0.0003
Rep,0.0004
Rep,0.0005
Sen,0.0039
Rep,0.0405
Sen,0.0007
Rep,0.0003
Rep,0.0002
Sen,0.0024
Sen,0.0019
Rep,0.0004
Sen,0.0043
Rep,0.0002
Rep,0.0013
Rep,0.0008
Rep,0.0004
Rep,0.0002
Rep,0.0001
Rep,0.0005
Rep,0.0005
Rep,0.0327
Rep,0.0004
Rep,0.0048
Rep,0.0007
Sen,0.0140
Rep,0.0010
Sen,0.0148
Sen,0.0020
Rep,0.0003
Rep,0.0004
Rep,0.0008
Rep,0.0009
Rep,0.0010
Rep,0.0006
Sen,0.0025
Rep,0.0004
Rep,0.0002
Rep,0.0001
Rep,0.0002
Rep,0.0004
Rep,0.0001
Rep,0.0001
Rep,0.0000
Rep,0.0001
Rep,0.0012
Sen,0.0007
Sen,0.0025
Sen,0.0069
Rep,0.0003
Sen,0.0005
Rep,0.0035
Sen,0.0013
Rep,0.0002
Sen,0.0164
Sen,0.0011
Rep,0.0007
Rep,0.0006
Sen,0.0018
Sen,0.0168
Rep,0.0001
Rep,0.0002
Rep,0.0003
Rep,0.0174
Rep,0.0030
Rep,0.0002
Rep,0.0003
Rep,0.0009
Sen,0.0015
Rep,0.0000
Rep,0.0011
Rep,0.0001
Rep,0.0002
Rep,0.0001
Rep,0.0002
Rep,0.0010
Rep,0.0016
Sen,0.0008
Sen,0.0023
Rep,0.0009
Rep,0.0128
Rep,0.0018
Rep,0.0005
Rep,0.0001
Rep,0.0044
Rep,0.0003
Rep,0.0013
Sen,0.0016
Rep,0.0001
Rep,0.0003
Rep,0.0000
Rep,0.0000
Rep,0.0000
Rep,0.0003
Rep,0.0009
Sen,0.0016
Rep,0.0012
Rep,0.0014
Rep,0.0021
Rep,0.0007
Rep,0.0002
Rep,0.0004
Sen,0.0020
Rep,0.0002
Sen,0.0009
Rep,0.0003
Rep,0.0001
Rep,0.0013
Rep,0.0013
Rep,0.0005
Rep,0.0001
Rep,0.0008
Rep,0.0001
Rep,0.0001
Rep,0.0001
Rep,0.0001
Rep,0.0001
Rep,0.0001
Sen,0.0034
Rep,0.0077
Rep,0.0017
Rep,0.0008
Rep,0.0000
Rep,0.0003
Rep,0.0001
Rep,0.0005
Sen,0.0004
Sen,0.0026
Rep,0.0012
Rep,0.0014
Rep,0.0039
Rep,0.0010
Rep,0.0003
Rep,0.0000
Rep,0.0006
Rep,0.0014
Rep,0.0005
Rep,0.0005
Rep,0.0002
Rep,0.0002
Rep,0.0000
Sen,0.0010
Rep,0.0009
Sen,0.0077
Rep,0.0002
Sen,0.0218
Rep,0.0001
Rep,0.0017
Rep,0.0001
Rep,0.0004
Rep,0.0011
Rep,0.0013
Rep,0.0003
Rep,0.0001
Rep,0.0002
Rep,0.0006
Rep,0.0005
Rep,0.0004
Rep,0.0001
Rep,0.0010
Rep,0.0024
Rep,0.0024
Rep,0.0005
Rep,0.0002
Rep,0.0005
Rep,0.0000
Sen,0.0035
Rep,0.0003
Sen,0.0018
Rep,0.0001
